city,state,location_lat,location_lon,state_FIPS,county_FIPS,zip_code,station_name,LAT,LON,BEGIN,END,station_zip_code,station_address,ISD_station,lat_lon_dist
Chicago,IL,41.8373,-87.6862,17,031,60609,CHICAGO,42,-87.5,20080101,20191015,NA,NA,997338-99999,0.2472685382332336
Houston,TX,29.7869,-95.3905,48,201,77091,DOWNTOWN,29.767,-95.367,20020902,20031231,77002,"Houston, TX, 902 Washington Ave, Houston, TX 77002, USA",999999-12945,0.030793830550938654
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON DUNN HELISTOP,29.717,-95.383,20090101,20190616,77004,"3 Hermann Museum Cir Dr, Houston, TX 77004, USA",720594-00188,0.07030120909344435
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON/DUNN HELISTOP,29.717,-95.383,20081022,20180521,77004,"3 Hermann Museum Cir Dr, Houston, TX 77004, USA",720594-99999,0.07030120909344435
Houston,TX,29.7869,-95.3905,48,201,77091,MANCHESTER,29.726,-95.266,20180101,20190615,77012,"I-610, Houston, TX 77012, USA",998481-99999,0.13859675320872214
Houston,TX,29.7869,-95.3905,48,201,77091,ELLINGTON FIELD AIRPORT,29.617,-95.167,19410701,20190616,77034,"Young, Houston, TX 77034, USA",722436-12906,0.2807458993467225
Houston,TX,29.7869,-95.3905,48,201,77091,WILLIAM P HOBBY,29.638,-95.282,19730101,20100731,77061,"Unnamed Road, Houston, TX 77061, USA",722435-12918,0.18423750975303776
Houston,TX,29.7869,-95.3905,48,201,77091,WILLIAM P. HOBBY AIRPORT,29.638,-95.282,19960101,20190616,77061,"Unnamed Road, Houston, TX 77061, USA",722440-12918,0.18423750975303776
Houston,TX,29.7869,-95.3905,48,201,77091,G BUSH INTERCONTINENTAL AP/HO,29.98,-95.36,19730101,20190616,77073,"21843 Burnaby Trail Ct, Houston, TX 77073, USA",722430-12960,0.19549388737247175
Houston,TX,29.7869,-95.3905,48,201,77091,HOOKS MEMORIAL AIRPT,30.068,-95.556,20060101,20190616,77379,"Imco, Spring, TX 77379, USA",722429-53910,0.3262015634542535
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON/D.W. HOOKS,30.067,-95.55,19860916,20051231,77379,"20803 Stuebner Airline Rd, Spring, TX 77379, USA",722429-99999,0.3223294277598598
Houston,TX,29.7869,-95.3905,48,201,77091,SUGAR LAND REGIONAL ARPT,29.622,-95.657,20060101,20190616,77498,"GlobalSelect at Sugar Land Regional Airport, 12888 S Texas 6 B, Sugar Land, TX 77498, USA",722543-12977,0.3133915442381883
Houston,TX,29.7869,-95.3905,48,201,77091,SUGER LAND RGNL,29.617,-95.65,19970123,20051231,77498,"S Texas 6, Sugar Land, TX 77498, USA",722543-99999,0.31017133974627775
Houston,TX,29.7869,-95.3905,48,201,77091,CLOVER FIELD AIRPORT,29.519,-95.242,20060101,20190616,77581,"17626 Airfield Ln, Pearland, TX 77581, USA",722427-12975,0.3063048481496825
Houston,TX,29.7869,-95.3905,48,201,77091,PEARLAND RGNL,29.517,-95.25,20010706,20051231,77581,"17825 TX-35, Pearland, TX 77581, USA",722427-99999,0.3042799040357426
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON SOUTHWEST AIRPORT,29.5,-95.477,20090601,20190616,77583,"1172 Fenn Rd, Rosharon, TX 77583, USA",720637-00223,0.29965623637761946
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON SOUTHWEST AIRPORT,29.506,-95.477,20100101,20180515,77583,"919 McKeever Rd, Arcola, TX 77583, USA",720637-99999,0.29391675692277164
Houston,TX,29.7869,-95.3905,48,201,77091,HOUSTON/ELLINGTON,29.6,-95.167,20000101,20041231,77034,"12577 Blume Ave, Houston, TX 77034, United States",722436-99999,0.2913483482019416
Boston,MA,42.3188,-71.0846,25,025,2196,LAURENCE G HANSCOM,42.467,-71.283,19780211,20051231,01731,"3 Robbins St, Bedford, MA 01731, USA",725059-99999,0.2476404651909726
Boston,MA,42.3188,-71.0846,25,025,2196,LAURENCE G HANSCOM FLD APT,42.47,-71.289,20060101,20190617,01742,"6 Chenault St, Concord, MA 01742, USA",725059-14702,0.2542455506002052
Boston,MA,42.3188,-71.0846,25,025,2196,LAWRENCE MUNI,42.717,-71.117,19790122,20051231,01845,"97 Commerce Way, North Andover, MA 01845, USA",744904-99999,0.3995159571281192
Boston,MA,42.3188,-71.0846,25,025,2196,BEVERLY MUNICIPAL AIRPORT,42.584,-70.918,20060101,20190617,01915,"Beverly Airport, 46 L P Henderson Rd, Beverly, MA 01915, USA",725088-54733,0.31318780308306415
Boston,MA,42.3188,-71.0846,25,025,2196,BEVERLY MUNI,42.583,-70.917,19740220,20051231,01915,"Beverly Airport, 46 L P Henderson Rd, Beverly, MA 01915, USA",725088-99999,0.3128760137818098
Boston,MA,42.3188,-71.0846,25,025,2196,NORWOOD MEM,42.183,-71.167,19730101,20051231,02021,"I-95, Canton, MA 02021, USA",725098-99999,0.15884394857847756
Boston,MA,42.3188,-71.0846,25,025,2196,NORWOOD MEMORIAL AIRPORT,42.191,-71.174,20060101,20190616,02062,"Norwood Memorial Airport, 125 Access Rd, Norwood, MA 02062, USA",725098-54704,0.15596538077407524
Boston,MA,42.3188,-71.0846,25,025,2196,EAST MILTON,42.212,-71.114,20000101,20190615,02186,"Summit Rd, Milton, MA 02186, USA",744907-14753,0.11077274032902013
Boston,MA,42.3188,-71.0846,25,025,2196,BOSTON,42.35,-71.05,20080101,20190615,02210,"283 Summer St, Boston, MA 02210, USA",994971-99999,0.046589698432161215
Boston,MA,42.3188,-71.0846,25,025,2196,SOUTH WEYMOUTH NAS,42.15,-70.933,19460401,20041231,02370,"Bill Delahunt Pkwy, Rockland, MA 02370, USA",999999-14790,0.22688322987827417
Boston,MA,42.3188,-71.0846,25,025,2196,GEN E L LOGAN INTERNATIONAL AIRPORT,42.361,-71.01,19431121,20191015,NA,NA,725090-14739,0.08570880934885246
Seattle,WA,47.6211,-122.3244,53,033,98139,RENTON MUNICIPAL AIRPORT,47.493,-122.214,20060101,20190616,98057,"616 Perimeter Rd W, Renton, WA 98057, USA",727934-94248,0.16910875199113357
Seattle,WA,47.6211,-122.3244,53,033,98139,RENTON MUNI,47.493,-122.216,19800216,20051231,98057,"616 Perimeter Rd W, Renton, WA 98057, USA",727934-99999,0.16780992223345956
Seattle,WA,47.6211,-122.3244,53,033,98139,SEATTLE,47.605,-122.338,20080101,20190102,98104,"1111 Western Ave, Seattle, WA 98104, USA",994014-99999,0.021075341041130534
Seattle,WA,47.6211,-122.3244,53,033,98139,WSMO (EMSU),47.65,-122.3,19960702,20031231,98105,"Walla Walla Rd, Seattle, WA 98105, USA",999999-24281,0.037822876675366816
Seattle,WA,47.6211,-122.3244,53,033,98139,BOEING FLD KING CO,47.517,-122.3,20000101,20031231,98108,"9725 E Marginal Way S, Tukwila, WA 98108, USA",727935-99999,0.10692132621698557
Seattle,WA,47.6211,-122.3244,53,033,98139,WSFO SEATTLE SAND POINT,47.687,-122.255,19990802,20190615,98115,"NOAA Building 2, Seattle, WA 98115, USA",999999-94290,0.09570355270312658
Seattle,WA,47.6211,-122.3244,53,033,98139,SEATTLE-TACOMA INTERNATIONAL,47.444,-122.314,19480101,20190616,98158,"Unnamed Road, SeaTac, WA 98158, USA",727930-24233,0.17740510139226157
Seattle,WA,47.6211,-122.3244,53,033,98139,SNOHOMISH CO (PAINE FD) AP,47.908,-122.28,20060101,20190616,98204,"Alaska Airlines - Everett, 3308 100th St SW, Everett, WA 98204, USA",727937-24222,0.290315294120033
Seattle,WA,47.6211,-122.3244,53,033,98139,SNOHOMISH CO,47.9,-122.283,19411001,20051231,98204,"10630 36th Pl W, Everett, WA 98204, USA",727937-99999,0.28195597174026965
Seattle,WA,47.6211,-122.3244,53,033,98139,TACOMA,47.267,-122.413,20080101,20190615,98421,"Kaiser Access Rd, Tacoma, WA 98421, USA",994048-99999,0.3650161229315723
Seattle,WA,47.6211,-122.3244,53,033,98139,TACOMA MET,47.276,-122.418,20100101,20190615,98421,"Tacoma, WA 98421, USA",998256-99999,0.35756813336761195
Seattle,WA,47.6211,-122.3244,53,033,98139,BOEING FLD/KING CO INTL AP,47.53,-122.301,19431001,20190616,98108,"7787 Perimeter Rd S, Seattle, WA 98108, United States",727935-24234,0.09405726978814175
Los Angeles,CA,34.1139,-118.4068,60,037,90068,LOS ANGELES INTERNATIONAL AIR,33.938,-118.389,19440101,20190616,90045,"1 Avion Dr, Los Angeles, CA 90045, USA",722950-23174,0.1767983314400897
Los Angeles,CA,34.1139,-118.4068,60,037,90068,DOWNTOWN L.A./USC CAMPUS,34.024,-118.291,20000101,20190616,90089,"3510 Vermont Ave, Los Angeles, CA 90089, USA",722874-93134,0.14660030695739246
Los Angeles,CA,34.1139,-118.4068,60,037,90068,NRTHORP FLD/HATHRN MUNI AP,33.923,-118.334,20060101,20190616,90250,"Hawthorne Municipal Airport, 12101 Crenshaw Blvd #1, Hawthorne, CA 90250, USA",722956-03167,0.2043101808525454
Los Angeles,CA,34.1139,-118.4068,60,037,90068,JACK NORTHROP FLD H,33.917,-118.333,19730101,20051231,90250,"3355 W El Segundo Blvd, Hawthorne, CA 90250, USA",722956-99999,0.21027612798413564
Los Angeles,CA,34.1139,-118.4068,60,037,90068,SANTA MONICA PIER,34.008,-118.5,20080101,20190615,90401,"401 Santa Monica Pier, Santa Monica, CA 90401, USA",994028-99999,0.1410710813738907
Los Angeles,CA,34.1139,-118.4068,60,037,90068,SANTA MONICA MUNI AIRPORT,34.016,-118.451,20060101,20190616,90405,"2828 Donald Douglas Loop N, Santa Monica, CA 90405, USA",722885-93197,0.10741531548154389
Los Angeles,CA,34.1139,-118.4068,60,037,90068,SANTA MONICA MUNI,34.017,-118.45,19730101,20051231,90405,"Santa Monica Airport, 3223 Donald Douglas Loop S, Santa Monica, CA 90405, USA",722885-99999,0.1060935907583465
Los Angeles,CA,34.1139,-118.4068,60,037,90068,ZAMPERINI FIELD AIRPORT,33.803,-118.34,20060101,20190616,90505,"Zamperini Field Air Traffic Control Tower, 3301 Airport Dr, Torrance, CA 90505, USA",722955-03174,0.3179953616013957
Los Angeles,CA,34.1139,-118.4068,60,037,90068,ZAMPERINI FLD,33.803,-118.34,20000101,20051231,90505,"Zamperini Field Air Traffic Control Tower, 3301 Airport Dr, Torrance, CA 90505, USA",722955-99999,0.3179953616013957
Los Angeles,CA,34.1139,-118.4068,60,037,90068,ZAMPERINE FIELD AIRPORT,33.8,-118.333,20040702,20051231,90505,"Unnamed Road, Torrance, CA 90505, USA",999999-03174,0.3224587570527481
Los Angeles,CA,34.1139,-118.4068,60,037,90068,LONG BEACH / DAUGHERTY FIELD,33.812,-118.146,19430101,20190616,90806,"4023 E Spring St, Long Beach, CA 90806, USA",722970-23129,0.39894893156894623
Los Angeles,CA,34.1139,-118.4068,60,037,90068,WHITMAN AIRPORT,34.259,-118.413,20060101,20190616,91331,"Pacoima NDB PAI 370, Pacoima, CA 91331, USA",745057-53130,0.14523239996639772
Los Angeles,CA,34.1139,-118.4068,60,037,90068,WHITEMAN,34.267,-118.417,19990114,20051231,91331,"13089 1/2 Carl St, Pacoima, CA 91331, USA",745057-99999,0.1534394017193777
Los Angeles,CA,34.1139,-118.4068,60,037,90068,NEWHALL,34.37,-118.57,20040224,20110905,91381,"24907 Chicory Ct, Newhall, CA 91381, USA",720046-99999,0.30367984786612795
Los Angeles,CA,34.1139,-118.4068,60,037,90068,VAN NUYS AIRPORT,34.21,-118.489,19421211,20190616,91406,"Van Nuys Airport (VNY), 16461 Sherman Way, Van Nuys, CA 91406, USA",722886-23130,0.12645967736792632
Los Angeles,CA,34.1139,-118.4068,60,037,90068,VAN NUYS,34.21,-118.49,20000101,20031231,91406,"Van Nuys Airport (VNY), 16461 Sherman Way, Van Nuys, CA 91406, USA",722886-99999,0.12711195852475268
Los Angeles,CA,34.1139,-118.4068,60,037,90068,BURBANK-GLENDALE-PASA ARPT,34.201,-118.358,19430601,20190616,91505,"Unnamed Road, Burbank, CA 91505, USA",722880-23152,0.09983912058907525
Los Angeles,CA,34.1139,-118.4068,60,037,90068,BURBANK/GLENDALE,34.2,-118.35,20000101,20031231,91505,"Unnamed Road, Burbank, CA 91505, USA",722880-99999,0.10314770962072509
Los Angeles,CA,34.1139,-118.4068,60,037,90068,EL MONTE AIRPORT,34.083,-118.033,20060101,20190615,91731,"10930 Basye St, El Monte, CA 91731, USA",747043-03165,0.3750749925015026
Los Angeles,CA,34.1139,-118.4068,60,037,90068,EL MONTE,34.086,-118.035,19900314,20051231,91731,"Río Hondo Bike Path, El Monte, CA 91731, USA",747043-99999,0.3728453432725232
Los Angeles,CA,34.1139,-118.4068,60,037,90068,MOUNT WILSON,34.233,-118.067,19500101,20150513,NA,NA,722890-93136,0.3600678408300393
Los Angeles,CA,34.1139,-118.4068,60,037,90068,MOUNT WILSON,34.233,-118.067,20000103,20030601,NA,NA,722890-99999,0.3600678408300393
Chicago,IL,41.8373,-87.6862,17,031,60608,GLENVIEW NAS,42.083,-87.817,20050905,20050905,60026,"1575 Independence Ave, Glenview, IL 60026, USA",725306-99999,0.27834713937814776
Chicago,IL,41.8373,-87.6862,17,031,60608,NAVAL AIR STATION,42.083,-87.833,19450315,20031231,60026,"1522 Midway Ln, Glenview, IL 60026, USA",999999-14855,0.2862144825126768
Chicago,IL,41.8373,-87.6862,17,031,60608,CHIGAGO-WAUKEE ARPT,42.117,-87.9,20010811,20020621,60090,"1100 S Milwaukee Ave, Wheeling, IL 60090, USA",725339-99999,0.3520547258594915
Chicago,IL,41.8373,-87.6862,17,031,60608,PALWAUKEE MUNICIPAL ARPT,42.121,-87.905,20060101,20190617,60090,"225 S Wolf Rd, Wheeling, IL 60090, USA",744665-04838,0.3582724242807455
Chicago,IL,41.8373,-87.6862,17,031,60608,PALWAUKEE MUNI,42.117,-87.9,19950708,20051231,60090,"1100 S Milwaukee Ave, Wheeling, IL 60090, USA",744665-99999,0.3520547258594915
Chicago,IL,41.8373,-87.6862,17,031,60608,LANSING MUNICIPAL AP,41.54,-87.532,20060101,20190617,60438,"19400 Burnham Ave, Lansing, IL 60438, USA",722126-04879,0.3349103312828687
Chicago,IL,41.8373,-87.6862,17,031,60608,LANSING MUNI,41.533,-87.533,20040525,20051231,60438,"Lansing Municipal Airport, 3250 Bob Malkas Dive, Lansing, IL 60438, USA",722126-99999,0.3406886114914881
Chicago,IL,41.8373,-87.6862,17,031,60608,CHICAGO/MEIGS,41.867,-87.6,19730101,20080618,60605,"E Solidarity Dr, Chicago, IL 60605, USA",725346-94866,0.09117307716645735
Chicago,IL,41.8373,-87.6862,17,031,60608,CHICAGO/MEIGS,41.867,-87.6,20000101,20030409,60605,"E Solidarity Dr, Chicago, IL 60605, USA",725346-99999,0.09117307716645735
Chicago,IL,41.8373,-87.6862,17,031,60608,NORTHERLY ISLAND,41.856,-87.609,20180101,20190615,60605,"Dock S, Chicago, IL 60605, USA",998499-99999,0.07943255000313688
Chicago,IL,41.8373,-87.6862,17,031,60608,FOSTER AVE CHICAGO,41.976,-87.648,20180101,20190615,60640,"W Foster Ave, Chicago, IL 60640, USA",998497-99999,0.14386427631625673
Chicago,IL,41.8373,-87.6862,17,031,60608,CHICAGO O'HARE INTERNATIONAL,41.995,-87.934,19461001,20190617,60666,"W Haul Rd, Chicago, IL 60666, USA",725300-94846,0.29372458187900874
Chicago,IL,41.8373,-87.6862,17,031,60608,CHICAGO MIDWAY INTL ARPT,41.786,-87.752,19730101,20191016,NA,NA,725340-14819,0.08343458515507354
Chicago,IL,41.8373,-87.6862,17,031,60608,CHICAGO,42,-87.5,20080101,20191015,NA,NA,997338-99999,0.2472685382332336
Houston,TX,29.7869,-95.3905,48,201,77093,DOWNTOWN,29.767,-95.367,20020902,20031231,77002,"Houston, TX, 902 Washington Ave, Houston, TX 77002, USA",999999-12945,0.030793830550938654
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON DUNN HELISTOP,29.717,-95.383,20090101,20190616,77004,"3 Hermann Museum Cir Dr, Houston, TX 77004, USA",720594-00188,0.07030120909344435
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON/DUNN HELISTOP,29.717,-95.383,20081022,20180521,77004,"3 Hermann Museum Cir Dr, Houston, TX 77004, USA",720594-99999,0.07030120909344435
Houston,TX,29.7869,-95.3905,48,201,77093,MANCHESTER,29.726,-95.266,20180101,20190615,77012,"I-610, Houston, TX 77012, USA",998481-99999,0.13859675320872214
Houston,TX,29.7869,-95.3905,48,201,77093,ELLINGTON FIELD AIRPORT,29.617,-95.167,19410701,20190616,77034,"Young, Houston, TX 77034, USA",722436-12906,0.2807458993467225
Houston,TX,29.7869,-95.3905,48,201,77093,WILLIAM P HOBBY,29.638,-95.282,19730101,20100731,77061,"Unnamed Road, Houston, TX 77061, USA",722435-12918,0.18423750975303776
Houston,TX,29.7869,-95.3905,48,201,77093,WILLIAM P. HOBBY AIRPORT,29.638,-95.282,19960101,20190616,77061,"Unnamed Road, Houston, TX 77061, USA",722440-12918,0.18423750975303776
Houston,TX,29.7869,-95.3905,48,201,77093,G BUSH INTERCONTINENTAL AP/HO,29.98,-95.36,19730101,20190616,77073,"21843 Burnaby Trail Ct, Houston, TX 77073, USA",722430-12960,0.19549388737247175
Houston,TX,29.7869,-95.3905,48,201,77093,HOOKS MEMORIAL AIRPT,30.068,-95.556,20060101,20190616,77379,"Imco, Spring, TX 77379, USA",722429-53910,0.3262015634542535
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON/D.W. HOOKS,30.067,-95.55,19860916,20051231,77379,"20803 Stuebner Airline Rd, Spring, TX 77379, USA",722429-99999,0.3223294277598598
Houston,TX,29.7869,-95.3905,48,201,77093,SUGAR LAND REGIONAL ARPT,29.622,-95.657,20060101,20190616,77498,"GlobalSelect at Sugar Land Regional Airport, 12888 S Texas 6 B, Sugar Land, TX 77498, USA",722543-12977,0.3133915442381883
Houston,TX,29.7869,-95.3905,48,201,77093,SUGER LAND RGNL,29.617,-95.65,19970123,20051231,77498,"S Texas 6, Sugar Land, TX 77498, USA",722543-99999,0.31017133974627775
Houston,TX,29.7869,-95.3905,48,201,77093,CLOVER FIELD AIRPORT,29.519,-95.242,20060101,20190616,77581,"17626 Airfield Ln, Pearland, TX 77581, USA",722427-12975,0.3063048481496825
Houston,TX,29.7869,-95.3905,48,201,77093,PEARLAND RGNL,29.517,-95.25,20010706,20051231,77581,"17825 TX-35, Pearland, TX 77581, USA",722427-99999,0.3042799040357426
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON SOUTHWEST AIRPORT,29.5,-95.477,20090601,20190616,77583,"1172 Fenn Rd, Rosharon, TX 77583, USA",720637-00223,0.29965623637761946
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON SOUTHWEST AIRPORT,29.506,-95.477,20100101,20180515,77583,"919 McKeever Rd, Arcola, TX 77583, USA",720637-99999,0.29391675692277164
Houston,TX,29.7869,-95.3905,48,201,77093,HOUSTON/ELLINGTON,29.6,-95.167,20000101,20041231,77034,"12577 Blume Ave, Houston, TX 77034, United States",722436-99999,0.2913483482019416
Boston,MA,42.3188,-71.0846,25,025,2201,LAURENCE G HANSCOM,42.467,-71.283,19780211,20051231,01731,"3 Robbins St, Bedford, MA 01731, USA",725059-99999,0.2476404651909726
Boston,MA,42.3188,-71.0846,25,025,2201,LAURENCE G HANSCOM FLD APT,42.47,-71.289,20060101,20190617,01742,"6 Chenault St, Concord, MA 01742, USA",725059-14702,0.2542455506002052
Boston,MA,42.3188,-71.0846,25,025,2201,LAWRENCE MUNI,42.717,-71.117,19790122,20051231,01845,"97 Commerce Way, North Andover, MA 01845, USA",744904-99999,0.3995159571281192
Boston,MA,42.3188,-71.0846,25,025,2201,BEVERLY MUNICIPAL AIRPORT,42.584,-70.918,20060101,20190617,01915,"Beverly Airport, 46 L P Henderson Rd, Beverly, MA 01915, USA",725088-54733,0.31318780308306415
Boston,MA,42.3188,-71.0846,25,025,2201,BEVERLY MUNI,42.583,-70.917,19740220,20051231,01915,"Beverly Airport, 46 L P Henderson Rd, Beverly, MA 01915, USA",725088-99999,0.3128760137818098
Boston,MA,42.3188,-71.0846,25,025,2201,NORWOOD MEM,42.183,-71.167,19730101,20051231,02021,"I-95, Canton, MA 02021, USA",725098-99999,0.15884394857847756
Boston,MA,42.3188,-71.0846,25,025,2201,NORWOOD MEMORIAL AIRPORT,42.191,-71.174,20060101,20190616,02062,"Norwood Memorial Airport, 125 Access Rd, Norwood, MA 02062, USA",725098-54704,0.15596538077407524
Boston,MA,42.3188,-71.0846,25,025,2201,EAST MILTON,42.212,-71.114,20000101,20190615,02186,"Summit Rd, Milton, MA 02186, USA",744907-14753,0.11077274032902013
Boston,MA,42.3188,-71.0846,25,025,2201,BOSTON,42.35,-71.05,20080101,20190615,02210,"283 Summer St, Boston, MA 02210, USA",994971-99999,0.046589698432161215
Boston,MA,42.3188,-71.0846,25,025,2201,SOUTH WEYMOUTH NAS,42.15,-70.933,19460401,20041231,02370,"Bill Delahunt Pkwy, Rockland, MA 02370, USA",999999-14790,0.22688322987827417
Boston,MA,42.3188,-71.0846,25,025,2201,GEN E L LOGAN INTERNATIONAL AIRPORT,42.361,-71.01,19431121,20191015,NA,NA,725090-14739,0.08570880934885246
Seattle,WA,47.6211,-122.3244,53,033,98141,RENTON MUNICIPAL AIRPORT,47.493,-122.214,20060101,20190616,98057,"616 Perimeter Rd W, Renton, WA 98057, USA",727934-94248,0.16910875199113357
Seattle,WA,47.6211,-122.3244,53,033,98141,RENTON MUNI,47.493,-122.216,19800216,20051231,98057,"616 Perimeter Rd W, Renton, WA 98057, USA",727934-99999,0.16780992223345956
Seattle,WA,47.6211,-122.3244,53,033,98141,SEATTLE,47.605,-122.338,20080101,20190102,98104,"1111 Western Ave, Seattle, WA 98104, USA",994014-99999,0.021075341041130534
Seattle,WA,47.6211,-122.3244,53,033,98141,WSMO (EMSU),47.65,-122.3,19960702,20031231,98105,"Walla Walla Rd, Seattle, WA 98105, USA",999999-24281,0.037822876675366816
Seattle,WA,47.6211,-122.3244,53,033,98141,BOEING FLD KING CO,47.517,-122.3,20000101,20031231,98108,"9725 E Marginal Way S, Tukwila, WA 98108, USA",727935-99999,0.10692132621698557
Seattle,WA,47.6211,-122.3244,53,033,98141,WSFO SEATTLE SAND POINT,47.687,-122.255,19990802,20190615,98115,"NOAA Building 2, Seattle, WA 98115, USA",999999-94290,0.09570355270312658
Seattle,WA,47.6211,-122.3244,53,033,98141,SEATTLE-TACOMA INTERNATIONAL,47.444,-122.314,19480101,20190616,98158,"Unnamed Road, SeaTac, WA 98158, USA",727930-24233,0.17740510139226157
Seattle,WA,47.6211,-122.3244,53,033,98141,SNOHOMISH CO (PAINE FD) AP,47.908,-122.28,20060101,20190616,98204,"Alaska Airlines - Everett, 3308 100th St SW, Everett, WA 98204, USA",727937-24222,0.290315294120033
Seattle,WA,47.6211,-122.3244,53,033,98141,SNOHOMISH CO,47.9,-122.283,19411001,20051231,98204,"10630 36th Pl W, Everett, WA 98204, USA",727937-99999,0.28195597174026965
Seattle,WA,47.6211,-122.3244,53,033,98141,TACOMA,47.267,-122.413,20080101,20190615,98421,"Kaiser Access Rd, Tacoma, WA 98421, USA",994048-99999,0.3650161229315723
Seattle,WA,47.6211,-122.3244,53,033,98141,TACOMA MET,47.276,-122.418,20100101,20190615,98421,"Tacoma, WA 98421, USA",998256-99999,0.35756813336761195
Seattle,WA,47.6211,-122.3244,53,033,98141,BOEING FLD/KING CO INTL AP,47.53,-122.301,19431001,20190616,98108,"7787 Perimeter Rd S, Seattle, WA 98108, United States",727935-24234,0.09405726978814175
Los Angeles,CA,34.1139,-118.4068,60,037,90069,LOS ANGELES INTERNATIONAL AIR,33.938,-118.389,19440101,20190616,90045,"1 Avion Dr, Los Angeles, CA 90045, USA",722950-23174,0.1767983314400897
